FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
56,51,10005351,YOUTH LEADERSHIP ACADEMY,3155 WEST JUSTICE CENTER WAY,ORANGE,CA,92868,NOT AVAILABLE,(714) 935-7099,COUNTY,OPEN,-999,ORANGE,06059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ocgov.com/gov/probation/contact/institutions,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.ocgov.com/gov/probation/contact/institutions,JUVENILE,120,0.00278900226777,325.002138133179,3.44703968987e-07
57,52,10006655,OUR HOME - ADOLESCENT SEXUAL ADJUSTMENT PROGRAM,40354 210TH ST,HURON,SD,57350,NOT AVAILABLE,(605) 352-9098,STATE,OPEN,36,BEADLE,46005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ourhomeinc.org/PREA.html,6/15/2016,IMAGERY,2018/01/09 00:00:00,http://www.ourhomeinc.org/index.html,JUVENILE,36,0.00709614550032,869.078346464021,2.36988579149e-06
58,53,10005059,BOUNDARY COUNTY JAIL,6438 KOOTENAI STREET,BONNERS FERRY,ID,83805,NOT AVAILABLE,(208) 267-3151 EXT 207,COUNTY,OPEN,-999,BOUNDARY,16021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.boundarysheriff.org/,2/28/2018,IMAGERY,2018/03/01 00:00:00,https://www.boundarysheriff.org/,NOT AVAILABLE,-999,0.00143719718634,196.592453214195,1.07221461023e-07
59,54,10005076,BUTTE COUNTY JAIL,P.O. BOX 130,ARCO,ID,83213,NOT AVAILABLE,(208) 527-8553,COUNTY,NOT AVAILABLE,-999,BUTTE,16023,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.buttecountyid.us/about/butte-county-sheriffs-office/,2/28/2018,UNVERIFIED,2018/03/01 00:00:00,http://www.buttecountyid.us/about/butte-county-sheriffs-office/,NOT AVAILABLE,-999,0.0015373474522,195.839202222151,9.24691308641e-08
60,55,10004085,NATCHITOCHES PARISH WORK RELEASE FACILITY,299 EDWINA DR,NATCHITOCHES,LA,71457,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,13,NATCHITOCHES,22069,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.louisiana.gov/briefing-book,9/29/2017,IMAGERY,2018/03/15 00:00:00,https://npsheriff.org/,MINIMUM,48,0.00152195385891,183.437581375913,1.44036036832e-07
61,56,10002593,JEFFERSON COUNTY JAIL,411 S CENTER AVE,JEFFERSON,WI,53549,1703,(920) 674-7310,COUNTY,OPEN,153,JEFFERSON,55055,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.jeffersoncountywi.gov/departments/sheriff/divisions/index.php,5/9/2018,IMAGERY,2018/05/09 00:00:00,NOT AVAILABLE,MAXIMUM,229,0.00542903705446,727.701316397252,7.4119526764e-07
62,57,10001946,DALE G HAILE DETENTION CENTER,219 N 12TH AVE,CALDWELL,ID,83605,NOT AVAILABLE,(208) 454-6603,COUNTY,OPEN,424,CANYON,16027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.canyonco.org/elected-officials/sheriff/,2/28/2018,IMAGERY,2018/03/01 00:00:00,https://www.canyonco.org/elected-officials/sheriff/,NOT AVAILABLE,361,0.00671043470972,863.729132874796,1.10269976444e-06
63,58,10005348,JOPLIN YOUTH CENTER,19480 ROSE CANYON ROAD,TRABUCO CANYON,CA,92678,NOT AVAILABLE,(949) 635-2600,COUNTY,OPEN,-999,ORANGE,06059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ocgov.com/gov/probation/contact/institutions,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.ocgov.com/gov/probation/contact/institutions,JUVENILE,64,0.0034538481783,416.505658913541,7.25476421546e-07
64,59,10000347,ESCAMBIA REGIONAL JUVENILE DETENTION CENTER,1800 ST. MARY AVE,PENSACOLA,FL,32501,NOT AVAILABLE,(850) 595-8820,STATE,OPEN,-999,ESCAMBIA,12033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,11/6/2017,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,50,0.00487679468635,577.092115852049,1.11512854677e-06
65,60,10004619,MANATEE REGIONAL JUVENILE DETENTION CENTER,1803 5TH STREET WEST,BRADENTON,FL,34205,NOT AVAILABLE,(941) 741-3023,STATE,OPEN,-999,MANATEE,12081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,11/6/2017,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,42,0.00318954871908,376.697791333597,4.53498360531e-07
66,61,10005345,YOUTH GUIDANCE CENTER,3030 NORTH HESPERIAN WAY,SANTA ANA,CA,92706,NOT AVAILABLE,(714) 836-2700,COUNTY,OPEN,-999,ORANGE,06059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ocgov.com/gov/probation/contact/institutions,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.ocgov.com/gov/probation/contact/institutions,JUVENILE,80,0.003631665933,438.368523756134,5.12926821375e-07
67,62,10001809,CARROLL-MONTGOMERY COUNTY REGIONAL CORRECTIONAL FACILITY,33714 MS HWY 35,VAIDEN,MS,39176,NOT AVAILABLE,(662) 464-5440,COUNTY,OPEN,273,CARROLL,28015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Admin-Finance/Pages/Monthly-Facts.aspx,12/4/2017,IMAGERY,2017/12/08 00:00:00,http://www.mdoc.ms.gov/Pages/Facility-Locations.aspx,MEDIUM,280,0.0056961128416,695.469910676398,1.74032529164e-06
68,63,10006656,SUMMIT OAKS,621 EAST PRESENTATION ST,SIOUX FALLS,SD,57104,NOT AVAILABLE,(605) 221-2346,STATE,OPEN,-999,MINNEHAHA,46099,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.sd.gov/juvenile/JuvenilePrivatePlacement.aspx,1/9/2018,IMAGERY,2018/01/09 00:00:00,https://www.lsssd.org/what-we-do/child-adolescent-services/residential-services-for-children-youth/,JUVENILE,-999,0.00327777576229,432.680051761433,5.04393191392e-07
69,64,10004102,HOUSE OF DETENTION,2735 PERDIDO ST,NEW ORLEANS,LA,70119,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,ORLEANS,22071,USA,922140,CORRECTIONAL INSTITUTIONS,https://thelensnola.org/2012/04/10/gusman-closes-house-of-detention/,4/10/2012,UNVERIFIED,2018/03/15 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00246825604677,291.78128082362,3.67783349026e-07
70,65,10003545,SHELBY COUNTY JAIL,201 POPLAR AVE,MEMPHIS,TN,38103,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,2359,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.shelby-sheriff.org/index.html,4/24/2018,IMAGERY,2018/04/24 00:00:00,http://www.shelby-sheriff.org/index.html,NOT AVAILABLE,-999,0.0101708198509,1216.97595152339,1.73086052972e-06
71,66,10006827,LAKE REGION RESIDENTIAL RE-ENTRY CENTER,225 W. WALNUT STREET,DEVILS LAKE,ND,58301,NOT AVAILABLE,(701) 662-0735,COUNTY,OPEN,23,RAMSEY,38071,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lrlec.org/,6/12/2015,IMAGERY/OTHER,2018/04/04 00:00:00,https://www.lrlec.org/,NOT AVAILABLE,28,0.00110487164205,162.050745311791,6.10910974073e-08
72,67,10006102,ADAMS COUNTY JAIL / SHERIFF,"500 WEST 4TH STREET, SUITE 126",HASTINGS,NE,68902,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,29,ADAMS,31001,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,37,0.0018604738266,231.646793348013,2.02582217269e-07
73,68,10000544,MIAMI DADE REGIONAL JUVENILE DETENTION CENTER,3300 NW 27TH AVE,MIAMI,FL,33142,NOT AVAILABLE,(305) 637-4500,STATE,OPEN,-999,MIAMI-DADE,12086,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,11/6/2017,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,126,0.00958123864229,1097.51075838623,4.0184822158e-06
74,69,10001179,SOUTHWEST IDAHO JUVENILE DETENTION CENTER,222 N 12TH AVE,CALDWELL,ID,83605,NOT AVAILABLE,(208) 454-7240,COUNTY,OPEN,45,CANYON,16027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.canyonco.org/elected-officials/commissioners/juvenile-detention/,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://www.canyonco.org/elected-officials/commissioners/juvenile-detention/,JUVENILE,90,0.00531911676542,682.373128039018,7.76966321581e-07
75,70,10005073,FREMONT COUNTY JAIL,146 NORTH 2ND WEST,SAINT ANTHONY,ID,83445,NOT AVAILABLE,(208) 624-4482,COUNTY,OPEN,-999,FREMONT,16043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.fremont.id.us/departments/sheriff/,2/15/2016,IMAGERY,2018/03/01 00:00:00,http://www.co.fremont.id.us/departments/sheriff/,NOT AVAILABLE,-999,0.00145146369164,189.681615247788,1.12478182164e-07
76,71,10005063,CLEARWATER COUNTY JAIL,"150 MICHIGAN AVENUE, 2ND FLOOR",OROFINO,ID,83544,NOT AVAILABLE,(208) 476-4521,COUNTY,OPEN,-999,CLEARWATER,16035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.clearwatercounty.org/departments/sheriff/index.php,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://www.clearwatercounty.org/departments/sheriff/index.php,NOT AVAILABLE,-999,0.00177650315215,242.000531521379,1.83793853626e-07
77,72,10005088,MINI-CASSIA CRIMINAL JUSTICE CENTER,1415 ALBION AVENUE,BURLEY,ID,83318,NOT AVAILABLE,(208) 878-1000,COUNTY,OPEN,176,CASSIA,16031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cassiacounty.org/sheriff,3/1/2018,IMAGERY,2018/03/01 00:00:00,https://www.cassiacounty.org/sheriff,NOT AVAILABLE,-999,0.00300835807049,391.641443423171,5.23198606572e-07
78,73,10000464,ORANGE REGIONAL JUVENILE DETENTION CENTER,2800 S BUMBY AVE,ORLANDO,FL,32806,NOT AVAILABLE,(407) 897-2800,STATE,OPEN,20,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,10/31/2015,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,124,0.00743219905992,864.085500635915,1.34307666474e-06
79,74,10005086,CARIBOU COUNTY JAIL,475 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,NOT AVAILABLE,(208) 547-3094,COUNTY,OPEN,25,CARIBOU,16029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cariboucountysheriff.com/,10/13/2016,IMAGERY,2018/03/01 00:00:00,https://www.cariboucountysheriff.com/,MAXIMUM,49,0.00261640015905,333.678150311964,3.54528295747e-07
80,75,10005074,CLARK COUNTY JAIL,224 WEST MAIN STREET,DUBOIS,ID,83423,NOT AVAILABLE,(208) 374-5403,COUNTY,OPEN,-999,CLARK,16033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.clark-co.id.gov/county-officials,3/1/2018,IMAGERY,2018/03/01 00:00:00,https://www.clark-co.id.gov/county-officials,NOT AVAILABLE,-999,0.00161879836313,219.283070996311,1.4352766376e-07
81,76,10002563,JUNEAU COUNTY JAIL,200 OAK ST,MAUSTON,WI,53948,NOT AVAILABLE,(608) 847-9513,COUNTY,OPEN,36,JUNEAU,55057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.juneau.wi.gov/sheriffs-office1.html,5/9/2018,IMAGERY,2018/05/09 00:00:00,NOT AVAILABLE,NOT AVAILABLE,157,0.00449639210609,582.493600794028,7.8831003605e-07
82,77,10005078,ELMORE COUNTY DETENTION CENTER,2255 EAST 8TH NORTH,MOUNTAIN HOME,ID,83647,NOT AVAILABLE,(208) 587-9103,COUNTY,OPEN,121,ELMORE,16039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.elmorecounty.org/Sheriff/default.html,10/19/2017,IMAGERY,2018/03/01 00:00:00,http://www.elmorecounty.org/Sheriff/default.html,MAXIMUM,127,0.0040961189613,550.457498417356,8.62370335942e-07
83,78,10006657,BENCHMARK BEHAVIORAL HEALTH SYSTEMS,592 WEST 1350 SOUTH,WOODS CROSS,UT,84087,NOT AVAILABLE,(801) 299-5319,STATE,OPEN,-999,DAVIS,49011,USA,922140,CORRECTIONAL INSTITUTIONS,"http://doc.sd.gov/juvenile/JuvenilePrivatePlacement.aspx, https://www.bbhsnet.com/",1/9/2018,IMAGERY,2018/01/09 00:00:00,https://www.bbhsnet.com/,JUVENILE,84,0.00319136428787,404.812184160258,6.24161148522e-07
84,79,10005071,CUSTER COUNTY JAIL,130 S. 9TH STREET,CHALLIS,ID,83226,NOT AVAILABLE,(208) 879-2232,COUNTY,OPEN,-999,CUSTER,16037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.custer.id.us/departments/legislative/sheriff/,3/1/2018,UNVERIFIED,2018/03/01 00:00:00,http://www.co.custer.id.us/departments/legislative/sheriff/,NOT AVAILABLE,-999,0.00107985096735,137.84824883668,6.16689783328e-08
85,80,10005064,IDAHO COUNTY JAIL,320 WEST MAIN STREET,GRANGEVILLE,ID,83530,NOT AVAILABLE,(208) 983-1123,COUNTY,OPEN,18,IDAHO,16049,USA,922140,CORRECTIONAL INSTITUTIONS,http://idahocounty.org/sheriffs-office/jail-division/,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://idahocounty.org/sheriffs-office/jail-division/,NOT AVAILABLE,11,0.00172286809198,211.350800540885,1.21785927195e-07
86,81,10005087,JEROME COUNTY JAIL,2151 S TIGER DRIVE,JEROME,ID,83338,NOT AVAILABLE,(208) 595-3360,COUNTY,OPEN,-999,JEROME,16053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.jeromecountyid.us/190/Sheriff,3/1/2018,IMAGERY,2018/03/01 00:00:00,https://www.jeromecountyid.us/190/Sheriff,NOT AVAILABLE,-999,0.0029396041305,388.479822634292,4.01105930459e-07
87,82,10000471,PASCO JUVENILE DETENTION CENTER,28534 STATE ROAD 52,SAN ANTONIO,FL,33576,NOT AVAILABLE,(352) 588-5900,STATE,OPEN,49,PASCO,12101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,11/6/2017,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,36,0.00348165861579,411.302657185645,7.4538002897e-07
88,83,10006706,SOUTH PLACER JAIL,11801 GO FOR BROKE ROAD,ROSEVILLE,CA,95678,NOT AVAILABLE,(916) 409-8100,COUNTY,OPEN,389,PLACER,06061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,https://www.placer.ca.gov/departments/Sheriff/Corrections,NOT AVAILABLE,-999,0.0117612255439,1518.46766002035,5.24049205727e-06
89,84,10004334,KOOTENAI COUNTY JAIL,5500 N GOVERNMENT WAY,COEUR D'ALENE,ID,83815,NOT AVAILABLE,(208) 446-1400,COUNTY,OPEN,461,KOOTENAI,16055,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kcsheriff.com/index.html,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://www.kcsheriff.com/index.html,NOT AVAILABLE,325,0.00531088518727,712.022123713859,1.04330335101e-06
90,85,10004101,ORLEANS PARISH PRISON,531 SOUTH BROAD ST,NEW ORLEANS,LA,70119,NOT AVAILABLE,(504) 827-8810,COUNTY,CLOSED,0,ORLEANS,22071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.theadvocate.com/new_orleans/news/article_f9e8c064-914d-53e9-9439-0da4627e0c1a.html,9/14/2015,IMAGERY,2018/03/15 00:00:00,http://www.opcso.org/index.php?option=com_simplelists&view=simplelist&layout=toggle&category_id=97&Itemid=201#orleans-parish-prison,NOT AVAILABLE,3377,0.00587931032617,690.738121043624,1.64248806153e-06
91,86,10001814,LEAKE COUNTY CORRECTIONAL FACILITY,399 C O BROOKS ST,CARTHAGE,MS,39051,NOT AVAILABLE,(601) 298-9003,COUNTY,OPEN,229,LEAKE,28079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Admin-Finance/Pages/Monthly-Facts.aspx,12/4/2017,IMAGERY/OTHER,2017/12/08 00:00:00,http://www.mdoc.ms.gov/Pages/Facility-Locations.aspx,MEDIUM,280,0.0048932416324,602.655554361639,1.28221931004e-06
92,87,10006073,ANTELOPE COUNTY JAIL / SHERIFF,1102 L STREET,NELIGH,NE,68756,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,7,ANTELOPE,31003,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,31,0.00188029620468,235.652941939329,1.60105871824e-07
93,88,10004107,CONCHETTA,2620 TULANE AVE,NEW ORLEANS,LA,70119,NOT AVAILABLE,(504) 827-6766,COUNTY,CLOSED,0,ORLEANS,22071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.theadvocate.com/new_orleans/news/article_f9e8c064-914d-53e9-9439-0da4627e0c1a.html,9/14/2015,IMAGERY,2018/03/15 00:00:00,http://www.opcso.org/index.php?option=com_simplelists&view=simplelist&layout=toggle&category_id=97&Itemid=201,NOT AVAILABLE,-999,0.00248453208608,293.356467433127,3.11696852021e-07
94,89,10006658,CLARINDA ACADEMY,1820 N. 16TH ST,CLARINDA,IA,51632,NOT AVAILABLE,(712) 542-6128,STATE,OPEN,190,PAGE,19145,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.clarindaacademy.org/prea.html,11/14/2015,IMAGERY,2018/01/09 00:00:00,http://www.clarindaacademy.org/index.html,JUVENILE,265,0.00386408124568,470.3086205181,4.87325583424e-07
95,90,10006079,BOONE COUNTY JAIL / SHERIFF,217 SOUTH 5TH STREET,ALBION,NE,68620,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,1,BOONE,31011,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,8,0.000904587843774,116.008752041965,3.33411065314e-08
96,91,10003544,SHELBY COUNTY JAIL WOMEN'S FACILITY,6201 HALEY RD,MEMPHIS,TN,38134,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,228,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.shelby-sheriff.org/index.html,4/24/2018,IMAGERY,2018/04/24 00:00:00,http://www.shelby-sheriff.org/index.html,NOT AVAILABLE,-999,0.0061199470611,748.138500177585,1.10494578157e-06
97,92,10005269,PLUMAS COUNTY CORRECTIONAL FACILITY,50 ABERNATHY LANE,QUINCY,CA,95971,NOT AVAILABLE,(530) 283-6267,COUNTY,OPEN,51,PLUMAS,06063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.countyofplumas.com/index.aspx?NID=587,NOT AVAILABLE,-999,0.00315995827127,388.393445875045,5.80645093835e-07
98,93,10006729,PIERCE CLEGG WORK RELEASE CENTER,250 E DALTON AVE,DALTON GARDENS,ID,83815,NOT AVAILABLE,(208) 446-1370,COUNTY,OPEN,-999,KOOTENAI,16055,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kcsheriff.com/index.html,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://www.kcsheriff.com/index.html,NOT AVAILABLE,-999,0.00159469219924,215.528343266509,1.37135571386e-07
99,94,10006071,BOX BUTTE COUNTY JAIL,512 NIOBRARA AVENUE,ALLIANCE,NE,69301,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,14,BOX BUTTE,31013,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,32,0.00190452874222,242.076046249403,1.74450841953e-07
100,95,10005344,SOUTHWEST JUVENILE HALL,30755-C AULD ROAD,MURRIETA,CA,92563,NOT AVAILABLE,(951) 600-6750,COUNTY,OPEN,-999,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://rcprob.us/index.html,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://rcprob.us/index.html,JUVENILE,99,0.00533046169576,658.359189997161,1.02960040843e-06
101,96,10000862,RIVERSIDE COUNTY INDIO JAIL,46057 OASIS STREET,INDIO,CA,92201,NOT AVAILABLE,(760) 863-8252,COUNTY,OPEN,364,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.00489866359633,588.671965736634,9.9624438359e-07
102,97,10001536,ROBERT PRESLEY DETENTION CENTER,4000 ORANGE STREET,RIVERSIDE,CA,92501,NOT AVAILABLE,(951) 955-4500,COUNTY,OPEN,711,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.00229933686192,274.862066629438,3.30278941018e-07
103,98,10006659,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVE,SAVANNAH,GA,31406,NOT AVAILABLE,(912) 354-3911,STATE,OPEN,-999,CHATHAM,13051,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.sd.gov/juvenile/JuvenilePrivatePlacement.aspx,1/9/2018,IMAGERY,2018/01/09 00:00:00,https://coastalharbor.com/,JUVENILE,-999,0.00335391338321,408.964988879098,4.8352056303e-07
104,99,10000860,RIVERSIDE COUNTY JUVENILE HALL,3933 HARRISON STREET,RIVERSIDE,CA,92503,3523,(951) 358-4200,COUNTY,OPEN,-999,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://rcprob.us/index.html,2/15/2016,IMAGERY,2018/02/12 00:00:00,http://rcprob.us/index.html,JUVENILE,187,0.00951505173629,1155.1643687666,4.23603541349e-06
105,100,10006084,BUTLER COUNTY JAIL,451 5TH STREET,DAVID CITY,NE,68632,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,18,BUTLER,31023,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,28,0.00354929942171,456.382197661934,4.07759974576e-07
106,101,10000778,SACRAMENTO COUNTY MAIN JAIL,651 I STREET,SACRAMENTO,CA,95814,NOT AVAILABLE,(916) 874-6752,COUNTY,OPEN,1917,SACRAMENTO,06067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,https://www.sacsheriff.com/pages/organization/main_jail/mainjail.aspx,NOT AVAILABLE,-999,0.00314151935631,381.97315064488,5.38296173826e-07
107,102,10002574,LA CROSSE COUNTY JAIL,333 VINE ST,LA CROSSE,WI,54601,NOT AVAILABLE,(608) 785-9630,COUNTY,OPEN,189,LA CROSSE,55063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.la-crosse.wi.us/Sheriff/index.asp,5/9/2018,IMAGERY/OTHER,2018/05/09 00:00:00,http://www.co.la-crosse.wi.us/Sheriff/index.asp,NOT AVAILABLE,323,0.00428608628047,545.617191272784,1.02611310617e-06
108,103,10005067,LEMHI COUNTY JAIL / JUVENILE DETENTION CENTER,206 COURTHOUSE DRIVE,SALMON,ID,83467,NOT AVAILABLE,(208) 756-8980,COUNTY,OPEN,-999,LEMHI,16059,USA,922140,CORRECTIONAL INSTITUTIONS,http://lemhicountyidaho.org/Sheriffs%20Office.htm,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://lemhicountyidaho.org/Sheriffs%20Office.htm,NOT AVAILABLE,26,0.00187858336507,243.831493136799,1.49972137725e-07
109,104,10002542,MARATHON COUNTY JAIL / SHERIFF,500 FOREST ST,WAUSAU,WI,54403,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,330,MARATHON,55073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.marathon.wi.us/Departments/Sheriff.aspx,5/9/2018,IMAGERY,2018/05/09 00:00:00,NOT AVAILABLE,NOT AVAILABLE,279,0.00658829046428,849.789311654702,1.12561402726e-06
110,105,10006066,CEDAR COUNTY JAIL,101 SOUTH BROADWAY STREET,HARTINGTON,NE,68739,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,4,CEDAR,31027,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,20,0.00277692030487,350.192698664456,2.34656204829e-07
111,106,10000779,RIO COSUMNES CORRECTIONAL CENTER,12500 BRUCEVILLE ROAD,ELK GROVE,CA,95757,NOT AVAILABLE,(916) 874-1927,COUNTY,OPEN,1504,SACRAMENTO,06067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/2018,IMAGERY,2018/02/12 00:00:00,https://www.sacsheriff.com/pages/organization/rccc/rccc.aspx,MEDIUM,-999,0.0182967781521,2299.22107149003,2.15741822872e-05
112,107,10003543,SHELBY ADULT OFFENDER CENTER,961 SYCAMORE VIEW RD,MEMPHIS,TN,38134,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.shelbycountytn.gov/26/Corrections,3/1/2016,IMAGERY,2018/04/24 00:00:00,http://www.shelbycountytn.gov/26/Corrections,MEDIUM,768,0.00795827752503,984.017023389416,3.39741075998e-06
113,108,10006333,ALACHUA ACADEMY,3430 NE 39TH AVENUE,GAINESVILLE,FL,32609,NOT AVAILABLE,(352) 872-5152,STATE,OPEN,14,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",11/6/2017,IMAGERY,2017/11/06 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,28,0.0021864782023,258.335151310076,2.43028476509e-07
